In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	494672	fs_lightshoe_gravel_step_15	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\fs\fs_lightshoe_gravel_step\fs_lightshoe_gravel_step_15_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Footsteps\char_move_step_foot_weight\fs_surface_lightshoe\fs_lightshoe_gravel_step\fs_lightshoe_gravel_step_15		10221
	532589	VTB_dying-gurgle_mSTMC_06	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\STRUAN-STMC\dying-gurgle\VTB_dying-gurgle_mSTMC_06_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Vocalisations\units_vo_infantry\units_infantry_drowning\VOXEfrt_death_gurgle\STMC\VTB_dying-gurgle_mSTMC_06		35024
	609148	VOXScrm_scream_fear_Tobey_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_13	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX\VOXScrm_scream_fear_Tobey\VOXScrm_scream_fear_Tobey_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_13_8214FF25.wem		\Actor-Mixer Hierarchy\Vox-ToolBox\Vox-ToolBox SPL\vox_single\vox_01_loudest\VOXScrm_scream_fear\VOXScrm_scream_fear_Tobey\VOXScrm_scream_fear_Tobey_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_13		2502
	635796	Cloth_soft_Shaking_oneshot_006	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Cloth_soft_Shaking_oneshot\Cloth_soft_Shaking_oneshot_006_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\04_quietest\audio_actors\cloth_soft_moves\Cloth_soft_Shaking_oneshot\Cloth_soft_Shaking_oneshot_006		18811
	707497	VTB_sniffing_fMIAI_02	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\MICHAELA-MIAI\sniffing\VTB_sniffing_fMIAI_02_8214FF25.wem		\Actor-Mixer Hierarchy\Vox-ToolBox\Vox-ToolBox SPL\vox_single\vox_04_quietest\VTB-f_sniffing\MIAI\VTB_sniffing_fMIAI_02		19610
	724594	amb_anml_piglet_squeal_13	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\amb_anml_piglet_squeal\amb_anml_piglet_squeal_13_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\02_loud\audio_actors\amb_anml_piglet_squeal\amb_anml_piglet_squeal_13		12093
	758152	amb_constructionsite_scene_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\CITYAMB-TOOLBOX\amb_constructionsite_scene\amb_constructionsite_scene_01_8214FF25.wem		\Actor-Mixer Hierarchy\Ambience_ROBERT\OnMapObjects\Cities\city_pop_type\city_pop_type_laborers\city_pop_type_laborers_group\amb_constructionsite_scene\amb_constructionsite_scene_01		152540
	932902	VTB_talk-normal_mJABL_15	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\JACOB-JABL\talk-normal\VTB_talk-normal_mJABL_15_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\temp_sequences\male_agitated_crowd\VTB-m_talk-normal\JABL\VTB_talk-normal_mJABL_15		20971
	1137248	UI_gamespeed_clock_tick_B-08	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_gamespeed_clock_tick_B\UI_gamespeed_clock_tick_B-08_D8F20E6A.wem		\Actor-Mixer Hierarchy\UI\UI\time\UI_gamestatePause_clock_tick_enable\UI_gamespeed_clock_tick\clock looping behaviour\clock mech tick seq\mech\UI_gamespeed_clock_tick_B\UI_gamespeed_clock_tick_B-08		6766
	1158508	amb_volcano_hiss-003	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\amb_volcano_hiss\amb_volcano_hiss-003_8214FF25.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\OnMapObjects\Weather\volcano\volcano_loop\amb_volcano_hiss_OS\amb_volcano_hiss-003		35811
	1200000	wpn_mel_handle_knife_04	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\wpn_mel_handle_knife\wpn_mel_handle_knife_04_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Weapons\Melee\wpn_handle\wpn_mel_handle_knife\wpn_mel_handle_knife_04		6499
	1204535	Metalceramic_bottlesJarsVase_various_actions_tabletop_oneshot_005	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Metalceramic_bottlesJarsVase_various_actions_tabletop_oneshot\Metalceramic_bottlesJarsVase_various_actions_tabletop_oneshot_005_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\03_quiet\Metalceramic_bottlesJarsVase_handling\Metalceramic_bottlesJarsVase_various_actions_tabletop_oneshot\Metalceramic_bottlesJarsVase_various_actions_tabletop_oneshot_005		9888
	1234914	wpn_gun_fire_matchlock_04	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Military\Infantry\Weapons\wpn_gun\wpn_gun_fire_matchlock\wpn_gun_fire_matchlock_04_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\Contextual_ambience\Loading_screen_bespoke\loading_screen_white_mountain_00\volleys_freq_right\volley_right\volley_right_loop\wpn_gun_fire_matchlock\wpn_gun_fire_matchlock_04		10130
	1508620	footsteps_carpet_shoe_walking-001	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\CITYAMB-TOOLBOX\footsteps_carpet_shoe_walking\footsteps_carpet_shoe_walking-001_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\03_quiet\03_quiet_passbys\footsteps_carpet_shoe_walking\footsteps_carpet_shoe_walking-001		110748
	1564269	amb_city_water_bucket_throw_splash_12	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\amb_city_water_bucket_throw_splash\amb_city_water_bucket_throw_splash_12_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\03_quiet\audio_actors\amb_city_water_bucket_throw_splash\amb_city_water_bucket_throw_splash_12		18921
	1569843	Metal_Plate_empty_Dropping_oneshot_011	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Metal_Plate_empty_Dropping_oneshot\Metal_Plate_empty_Dropping_oneshot_011_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\04_quietest\audio_actors\metal_plate_handling\Metal_Plate_empty_Dropping_oneshot\Metal_Plate_empty_Dropping_oneshot_011		4353
	1582572	OWL_TAWNY_hoots_03	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\bird\europe\OWL_TAWNY_hoots\OWL_TAWNY_hoots_03_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\nature_sounds\02_loud\02_loud_birds\02_loud_birds_forest\02_loud_birds_europe_forest\OWL_TAWNY_hoots\OWL_TAWNY_hoots_03		28125
	1610247	amb_int_wood_creak_small_19	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\amb_int_wood_creak_small\amb_int_wood_creak_small_19_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\03_quiet\amb_int_wood_creak_small\amb_int_wood_creak_small_19		13112
	1730035	Leather_sheath_small_Handling_oneshot_013	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Leather_sheath_small_Handling_oneshot\Leather_sheath_small_Handling_oneshot_013_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\04_quietest\audio_actors\cloth_leather_small_sheath_handling\Leather_sheath_small_Handling_oneshot\Leather_sheath_small_Handling_oneshot_013		15091
	1794656	MetalMech_Scale_Handling_oneshot_029	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\MetalMech_Scale_Handling_oneshot\MetalMech_Scale_Handling_oneshot_029_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\03_quiet\MetalMech_Scale_Handling_oneshot\MetalMech_Scale_Handling_oneshot_029		33223
	1868719	amb_city_door_open_04	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\amb_city_door_open\amb_city_door_open_04_8214FF25.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\OnMapObjects\Cities\City_PoC\amb_city_door_open\amb_city_door_open_04		10924
	2053420	MetalWood_WallDecoration_Handling_oneshot_021	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\MetalWood_WallDecoration_Handling_oneshot\MetalWood_WallDecoration_Handling_oneshot_021_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\03_quiet\metal_trinketOnWood_handling\MetalWood_WallDecoration_Handling_oneshot\MetalWood_WallDecoration_Handling_oneshot_021		12242
	2089135	ELEPHANT_AFRICAN_breath-005	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\mammal\ELEPHANT_AFRICAN_breath\ELEPHANT_AFRICAN_breath-005_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\Contextual_ambience\Loading_screen_bespoke\loading_screen_deccan_00\elephant_decca\ELEPHANT_DECCA\ELEPHANT_AFRICAN_breath\ELEPHANT_AFRICAN_breath-005		20693
	2101475	VTB_intox-angry_fMIAI_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\MICHAELA-MIAI\intox-angry\VTB_intox-angry_fMIAI_01_8214FF25.wem		\Actor-Mixer Hierarchy\Vox-ToolBox\Vox-ToolBox SPL\vox_single\vox_02_loud\VTB-f_intox-angry\MIAI\VTB_intox-angry_fMIAI_01		25353
	2152130	m_happy_small_grp_02	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\m_happy_small_grp\m_happy_small_grp_02_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library_ANDREW\Sound Library SPL_ANDREW\characters\happy_small_grp\m_happy_small_grp\m_happy_small_grp_02		147742
	2203422	VTB_talk-whisper_mJOCL_06	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\JONATHAN-JOCL\talk-whisper\VTB_talk-whisper_mJOCL_06_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\temp_sequences\amb_quiet_talk_sequence\whispered\whisper_m\VTB_talk-whisper_mJOCL_06		29779
	2229796	amb_anml_bird_seagull_seq_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\amb_anml_bird_seagull_seq\amb_anml_bird_seagull_seq_01_8214FF25.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\OnMapObjects\Fauna\bird\amb_anml_bird_seagull\amb_anml_bird_seagull_seq\amb_anml_bird_seagull_seq_01		47733
	2235305	VTB_hurt-normal_mJABL_10	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\JACOB-JABL\hurt-normal\VTB_hurt-normal_mJABL_10_8214FF25.wem		\Actor-Mixer Hierarchy\Vox-ToolBox\Vox-ToolBox SPL\vox_single\vox_03_quiet\VTB-m_hurt-normal\JABL\VTB_hurt-normal_mJABL_10		17072
	2283404	wpn_gun_fire_musket_05	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Military\Infantry\Weapons\wpn_gun\wpn_gun_fire_musket\wpn_gun_fire_musket_05_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\01_loudest\guns\amb_wpn_gun_fire_musket\wpn_gun_fire_musket_05		11778
	2337449	fs_grp_dirt_xlarge_quad_slice_05	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\fs\fs_grp_dirt_xlarge_quad_slice\fs_grp_dirt_xlarge_quad_slice_05_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\00_fs_grp\fs_grp_dirt_xlarge_quad_slice\fs_grp_dirt_xlarge_quad_slice_05		1937663
	2393600	GROUSE_BLACK_calls_09	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\bird\europe\GROUSE_BLACK_calls\GROUSE_BLACK_calls_09_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\nature_sounds\02_loud\02_loud_birds\02_loud_birds_field\02_loud_birds_europe_field\GROUSE_BLACK_calls\GROUSE_BLACK_calls_09		27237
	2409726	amb_city_glass_break_large_04	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\amb_city_glass_break_large\amb_city_glass_break_large_04_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\02_loud\audio_actors\amb_city_glass_break_large\amb_city_glass_break_large_04		22592
	2413139	fs_lightshoe_gravel_step_06	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\fs\fs_lightshoe_gravel_step\fs_lightshoe_gravel_step_06_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Footsteps\char_move_step_hoof_surface\fs_lightshoe_gravel_step\fs_lightshoe_gravel_step_06		8295
	2466038	m_angry_small_grp_12	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\m_angry_small_grp\m_angry_small_grp_12_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library_ANDREW\Sound Library SPL_ANDREW\characters\angry_small_grp\m_angry_small_grp\m_angry_small_grp_12		89468
	2511513	VOXScrm_barked_order_Franco_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX\VOXScrm_barked_order_Franco\VOXScrm_barked_order_Franco_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_01_8214FF25.wem		\Actor-Mixer Hierarchy\Ambience_ROBERT\OnMapObjects\Cities\city_pop_type\city_pop_type_soldiers\city_pop_type_soldiers_group\VOXScrm_barked_order\VOXScrm_barked_order_Franco\VOXScrm_barked_order_Franco_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_01		5197
	2511514	VOXScrm_barked_order_Franco_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX\VOXScrm_barked_order_Franco\VOXScrm_barked_order_Franco_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_01_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Vocalisations\VOXScrm_barked_order\VOXScrm_barked_order_Franco\VOXScrm_barked_order_Franco_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_01		5163
	2628472	VTB_talk-respond_mJEHE_16	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\JESSE-JEHE\talk-respond\VTB_talk-respond_mJEHE_16_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Vocalisations\units_vo_infantry\unit_inf_vo_idle\VTB-m_talk-respond\JEHE\VTB_talk-respond_mJEHE_16		35619
	2763228	VTB_groaning_mJOLC_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\JONATHAN-JOCL\groaning\VTB_groaning_mJOLC_01_8214FF25.wem		\Actor-Mixer Hierarchy\Vox-ToolBox\Vox-ToolBox SPL\vox_single\vox_03_quiet\VTB-m_groaning\JOCL\VTB_groaning_mJOLC_01		12956
	2824108	wpn_mel_handle_sword_generic_16	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\wpn_mel_handle_sword_generic\wpn_mel_handle_sword_generic_16_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Weapons\Melee\wpn_handle\wpn_mel_handle_sword_generic\wpn_mel_handle_sword_generic_16		9846
	2826872	armor_forearm_handling_various_oneshot_035	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\armor_forearm_handling_various_oneshot\armor_forearm_handling_various_oneshot_035_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\02_loud\audio_actors\amb_combat_foley_swordfight\movement\armor_movement\armor_forearm_handling_various_oneshot\armor_forearm_handling_various_oneshot_035		11819
	2857077	LAPWING_NORTHERN_call_03	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\bird\europe\LAPWING_NORTHERN_call\LAPWING_NORTHERN_call_03_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience\Master_Ambience_System_MAS\mas_birds\mas_birds\mas_birds_field\02_loud_birds_europe_field\LAPWING_NORTHERN_call\LAPWING_NORTHERN_call_03		3954
	2866136	amb_torch_large_slice_02	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\amb_torch_large_slice\amb_torch_large_slice_02_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\Contextual_ambience\ca_spots\Panel_bespoke\DEFAULT_generic_study\amb_torch_large_slice\amb_torch_large_slice_02		112108
	2868023	char_move_step_hoof_35	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Military\Infantry\char_move\char_move_step\char_move_step_hoof\char_move_step_hoof_35_01D8E0DF.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Footsteps\char_move_step_hoof\char_move_step_hoof_horse_FIRSTSTEPTRIGGER\char_move_step_horse_gallop\char_move_step_horse_02\char_move_step_hoof_35		1986
	2895876	VTB_intox-normal_mOSFV_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\OSCAR-OSFV\intox-normal\VTB_intox-normal_mOSFV_01_8214FF25.wem		\Actor-Mixer Hierarchy\Ambience_ROBERT\OnMapObjects\Cities\city_pop_type\city_pop_type_peasants\city_pop_type_peasants_group\VTB-m_intox-normal\OSFV\VTB_intox-normal_mOSFV_01		49004
	2900295	VTB_intox-normal_fANJO_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\ANNA-ANJO\intox-normal\VTB_intox-normal_fANJO_01_8214FF25.wem		\Actor-Mixer Hierarchy\Vox-ToolBox\Vox-ToolBox SPL\vox_single\vox_02_loud\VTB-f_intox-normal\ANJO\VTB_intox-normal_fANJO_01		71588
	2937153	Metal_Plate_empty_PickUp_oneshot_010	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Metal_Plate_empty_PickUp_oneshot\Metal_Plate_empty_PickUp_oneshot_010_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\04_quietest\audio_actors\metal_plate_handling\Metal_Plate_empty_PickUp_oneshot\Metal_Plate_empty_PickUp_oneshot_010		16263
	3074141	amb_anml_donkey_bray_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\amb_anml_donkey_bray\amb_anml_donkey_bray_01_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\02_loud\audio_actors\amb_anml_donkey_bray\amb_anml_donkey_bray_01		12344
	3131651	Metal_Plate_empty_PickUp_oneshot_018	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Metal_Plate_empty_PickUp_oneshot\Metal_Plate_empty_PickUp_oneshot_018_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\04_quietest\audio_actors\metal_plate_handling\Metal_Plate_empty_PickUp_oneshot\Metal_Plate_empty_PickUp_oneshot_018		8345
	3178238	char_move_gear_metal_xheavy_31	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Military\char_move_gear_metal_xheavy\char_move_gear_metal_xheavy_31_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Movement\char_move_detail\char_move_gear_metal_xheavy\char_move_gear_metal_xheavy_31		7002
	3265611	amb_maproom_base_rain_702_slice_02	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\amb_maproom_base_rain_702_slice\amb_maproom_base_rain_702_slice_02_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\Maproom\amb_maproom_base_rain_702_slice\amb_maproom_base_rain_702_slice_02		9778
	3345247	amb_anml_rooster_crow_03	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\amb_anml_rooster_crow\amb_anml_rooster_crow_03_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\01_loudest\amb_anml_rooster_crow\amb_anml_rooster_crow_03		17527
	3349089	amb_anml_goose_honk_long_16	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\amb_anml_goose_honk_long\amb_anml_goose_honk_long_16_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\02_loud\audio_actors\amb_anml_goose_honk_long\amb_anml_goose_honk_long_16		13818
	3448012	Wood_woodbowlWithceramic_empty_Handling_oneshot_013	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Wood_woodbowlWithceramic_empty_Handling_oneshot\Wood_woodbowlWithceramic_empty_Handling_oneshot_013_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\04_quietest\audio_actors\wood_bowl_handling\Wood_woodbowlWithceramic_empty_Handling_oneshot\Wood_woodbowlWithceramic_empty_Handling_oneshot_013		9635
	3475705	wpn_mel_handle_partisan_20	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\wpn_mel_handle_partisan\wpn_mel_handle_partisan_20_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\Contextual_ambience\Loading_screen_bespoke\loading_screen_white_mountain_00\loading_screen_white_mountain_melee\combat_foley\wpn_mel_handle_partisan\wpn_mel_handle_partisan_20		5045
	3491634	VTB_sniifling_mJOLC_02	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\JONATHAN-JOCL\sniffling\VTB_sniifling_mJOLC_02_8214FF25.wem		\Actor-Mixer Hierarchy\Vox-ToolBox\Vox-ToolBox SPL\vox_single\vox_03_quiet\VTB-m_sniffling\JOCL\VTB_sniifling_mJOLC_02		5747
	3516558	Cloth_coarse_large_PassingHand_oneshots_048	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Cloth_coarse_large_PassingHand_oneshots\Cloth_coarse_large_PassingHand_oneshots_048_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\Contextual_ambience\Loading_screen_bespoke\loading_screen_deccan_00\saleswoman\Cloth_coarse_large_PassingHand_oneshots\Cloth_coarse_large_PassingHand_oneshots_048		12961
